year	cumulative_intensity	type_of_conflict	incompatibility	region	lag_1_intensity	lag_2_intensity	lag_1_cumulative_intensity	conflict_age	gdp_growth	gdp_per_capita	inflation	internet_users_pct	population	trade_pct_gdp	unemployment	urban_population_pct	electoral_democracy	liberal_democracy	rule_of_law	liberal_component	participatory_component	freedom_expression_altinfo	freedom_association	civil_society_participation	regional_conflict_count	regional_high_intensity_count	regional_avg_intensity	regional_conflict_count_lag1	regional_conflict_growth	country_conflict_count	country_high_intensity_count	country_avg_intensity	country_conflict_count_lag1	country_high_intensity_lag1	country_conflict_growth	previous_conflict_years	previous_high_intensity_years	target_escalation_next_year	actual	predicted_probability	predicted_label	error_type
2022	1	3	1	3	1	1	1	8	-6.240171992	357.2611528	13.71210237	15.86629963	40578842	72.88546961	14.1	25.39392506	0.076	0.011	0.025	0.027	0.026	0.066	0.037	0.044	15	0	1	15	0	2	0	1	1	0	1	3	0	0	0	0.08515628588	0	True Negative
2023	1	3	1	3	1	1	1	9	2.266943736	413.7578947	-4.644708708	15.92840004	41454761	67.58466515	14.008	25.47305296	0.073	0.015	0.021	0.042	0.024	0.048	0.03	0.036	15	0	1	15	0	2	0	1	2	0	0	4	0	0	0	0.08332097039	0	True Negative
2024	1	3	1	3	1	1	1	10			-6.601185641	16.09499931	42647492		13.687	25.70073526	0.08	0.014	0.016	0.038	0.03	0.08	0.05	0.057	13	0	1	15	-2	2	0	1	2	0	0	5	0	0	0	0.07863508771	0	True Negative
2015	0	4	1	4				1	5.666952987	1415.000097	2.676235314	18.29999924	22763414	45.54014683	3.518	52.64408631	0.324	0.152	0.596	0.325	0.376	0.678	0.491	0.613	11	0	1	9	2	2	0	1	1	0	1	0	0	0	0	0.02429910002	0	True Negative
2015	0	4	1	4				1	4.392648832	485.6625742	-0.5760903698	2.476200104	19939498	44.72743037	0.556	16.30356066	0.622	0.493	0.826	0.776	0.687	0.88	0.804	0.926	11	0	1	9	2	1	0	1	1	0	0	0	0	0	0	0.2118849585	0	True Negative
2016	0	4	1	4	1		0	2	5.740893151	502.7064754	1.653889224	4.322800159	20685753	36.48810922	0.55	16.38982805	0.573	0.459	0.841	0.781	0.578	0.88	0.805	0.926	10	0	1	11	-1	1	0	1	1	0	0	1	0	0	0	0.1355308062	0	True Negative
2017	0	4	1	4	1	1	0	3	5.005360786	521.80413	2.796373189	10.22431156	21435446	39.07111174	0.556	16.50369879	0.542	0.426	0.834	0.755	0.56	0.854	0.778	0.901	13	0	1	10	3	1	0	1	1	0	0	2	0	0	0	0.05761088503	0	True Negative
2018	0	4	1	4	1	1	0	4	7.211418028	578.5680357	2.96760366	10.74180031	22188069	37.5388484	0.536	16.64490118	0.53	0.405	0.804	0.727	0.503	0.844	0.747	0.812	15	0	1	13	2	1	0	1	1	0	0	3	0	0	0	0.04463557085	0	True Negative
2019	1	4	1	4	1	1	0	5	5.939852571	561.6913043	-2.489792651	11.28549957	22947757	37.10256643	0.531	16.8131465	0.528	0.401	0.798	0.721	0.579	0.849	0.769	0.873	19	0	1	15	4	1	0	1	1	0	0	4	0	0	0	0.06604048082	0	True Negative
2020	1	4	1	4	1	1	1	6	3.550641094	579.5124958	2.89819376	11.85680008	23717613	35.51299066	0.591	17.008142	0.544	0.401	0.786	0.698	0.601	0.843	0.757	0.855	19	0	1	19	0	1	0	1	1	0	0	5	0	0	0	0.04908783558	0	True Negative
2021	1	4	1	4	1	1	1	7	1.383596362	608.7224396	3.837868028	12.45689964	24502140	37.01589355	0.806	17.22959367	0.523	0.401	0.803	0.73	0.594	0.798	0.794	0.836	18	0	1	19	-1	2	0	1	1	0	1	6	0	0	0	0.04039222428	0	True Negative
2022	1	4	1	4	1	1	1	8	11.9	609.7451476	4.226217919	13.08749962	25311973	52.80614843	0.403	17.47720701	0.504	0.387	0.815	0.728	0.585	0.807	0.792	0.805	19	0	1	18	1	2	0	1	2	0	0	7	0	0	0	0.03850772615	0	True Negative
2023	1	4	1	4	1	1	1	9	1.667634065	638.3360809	3.700973164	12.98079967	26159867	46.47555806	0.407	17.75068733	0.388	0.285	0.807	0.61	0.605	0.803	0.859	0.872	20	0	1	19	1	2	0	1	2	0	0	8	0	0	0	0.06622658754	0	True Negative
2024	1	3	1	4	1	1	1	10	10.3	735.2702558	9.071519977	15.55760002	27032412	49.97598374	0.376	18.04973985	0.237	0.182	0.806	0.518	0.576	0.749	0.665	0.805	20	0	1	20	0	2	0	1	2	0	0	9	0	0	0	0.03624502285	0	True Negative
2017	0	3	1	4				1	-1.617469228	854.4612004	-1.53709963	6.351900101	15622759	43.29006139	1.132	23.46134947	0.265	0.084	0.229	0.172	0.312	0.511	0.419	0.551	13	0	1	10	3	1	0	1	1	0	0	0	0	0	0	0.2210180294	0	True Negative
2018	0	3	1	4	1		0	2	5.741115808	948.6566299	4.274621986	6.956299782	16156531	46.73843179	1.135	23.84860849	0.267	0.079	0.228	0.153	0.309	0.516	0.418	0.551	15	0	1	13	2	1	0	1	1	0	0	1	0	0	0	0.1599376956	0	True Negative
2019	0	3	1	4	1	1	0	3	5.382822029	893.3364416	-0.9719391754	7.618199825	16685223	46.67772472	1.077	24.27310474	0.27	0.088	0.255	0.178	0.307	0.54	0.423	0.551	19	0	1	15	4	1	0	1	1	0	0	2	0	0	0	0.1353027957	0	True Negative
2020	0	3	1	4	1	1	0	4	-0.3936465831	866.9478149	4.464144372	8.343099594	17224679	40.64281706	1.695	24.73419218	0.268	0.088	0.232	0.18	0.304	0.526	0.423	0.551	19	0	1	19	0	2	0	1	1	0	1	3	0	0	0	0.0927374079	0	True Negative
2021	0	3	1	4	1	1	0	5	0.2934426482	946.3585002	-0.7728443704	9.653699875	17828273	43.9465041	1.53	25.23122464	0.177	0.054	0.222	0.131	0.342	0.486	0.227	0.551	18	0	1	19	-1	1	0	1	2	0	-1	4	0	0	0	0.09569753535	0	True Negative
2017	1	4	1	4	2	2	1	3	0.8058866191	1876.340271	16.50226621	25.87789917	200254579		4.83	57.34863456	0.556	0.393	0.632	0.665	0.622	0.893	0.847	0.87	13	0	1	10	3	1	0	1	1	0	0	0	0	0	0	0.0438114987	0	True Negative
2018	1	4	1	4	1	2	1	4	1.922757342	2057.879446	12.09510652	27.74370003	204938755		5.069	58.15533475	0.555	0.391	0.634	0.661	0.62	0.888	0.846	0.87	15	0	1	13	2	2	0	1	1	0	1	1	0	1	1	0.01269565377	0	False Negative
2015	0	3	1	4				1	4.967721128	1489.119598	6.582154293	16.58785485	47088526	40.32738469	2.762	31.7338026	0.539	0.426	0.688	0.76	0.649	0.881	0.848	0.872	11	0	1	9	2	1	0	1	1	0	0	0	0	0	0	0.02885906227	0	True Negative
2016	0	3	1	4	1		0	2	4.213517068	1554.126103	6.297249538	16.6	48139687	34.86501957	2.757	31.65025201	0.534	0.421	0.696	0.762	0.645	0.88	0.841	0.875	10	0	1	11	-1	1	0	1	1	0	0	1	0	0	0	0.02430145502	0	True Negative
2017	0	3	1	4	1	1	0	3	3.837958174	1667.484472	8.005649677	17.82710075	49197766	35.99505788	3.542	31.53836508	0.512	0.408	0.668	0.763	0.65	0.846	0.826	0.894	13	0	1	10	3	1	0	1	1	0	0	2	0	0	0	0.02344636306	0	True Negative
2018	0	3	1	4	1	1	0	4	5.647946407	1836.452755	4.689806468	19.5	50207107	34.41475318	4.284	31.39400416	0.496	0.394	0.688	0.758	0.637	0.834	0.799	0.862	15	0	1	13	2	1	0	1	1	0	0	3	0	0	0	0.01495776714	0	True Negative
2019	0	4	1	4	1	1	0	5	5.114158858	1960.408089	5.239637958	22.66877336	51202827	31.75946184	5.014	31.18955664	0.501	0.402	0.691	0.763	0.616	0.837	0.806	0.839	19	0	1	15	4	1	0	1	1	0	0	4	0	0	0	0.009775197353	0	True Negative
2020	0	4	1	4	1	1	0	6	-0.2727663274	1927.66459	5.405162079	24.7227993	52217334	30.39913878	5.613	31.20634946	0.503	0.404	0.719	0.769	0.64	0.853	0.79	0.869	19	0	1	19	0	1	0	1	1	0	0	5	0	0	0	0.005594640784	0	True Negative
2021	0	4	1	4	1	1	0	7	7.590489473	2061.356221	6.107936037	26.96290016	53219166	35.00204778	5.693	31.2879334	0.507	0.423	0.748	0.81	0.614	0.861	0.809	0.855	18	0	1	19	-1	1	0	1	1	0	0	6	0	0	0	0.003172437946	0	True Negative
2022	0	3	1	4	1	1	0	8	4.859981043	2109.562885	7.659862683	29.40589905	54252461	40.27532384	5.565	31.43078201	0.55	0.45	0.75	0.8	0.621	0.876	0.847	0.889	19	0	1	18	1	1	0	1	1	0	0	7	0	0	0	0.001621019644	0	True Negative
2023	0	3	1	4	1	1	0	9	5.719992412	1942.588028	7.67139634	32.07040024	55339003	41.11109042	5.409	31.63303408	0.57	0.463	0.757	0.795	0.603	0.895	0.804	0.852	20	0	1	19	1	1	0	1	1	0	0	8	0	0	0	0.000830235748	0	True Negative
2024	0	3	1	4	1	1	0	10	4.724739947	2132.434521	4.489788542	34.97622513	56432944	40.186014	5.487	31.89378317	0.557	0.437	0.7	0.758	0.581	0.897	0.782	0.87	20	0	1	20	0	1	0	1	1	0	0	9	0	0	0	0.0004939216361	0	True Negative
2015	0	3	1	2				1									0.156	0.093	0.244	0.29	0.141	0.164	0.164	0.112	3	0	1	2	1	1	0	1	1	0	0	0	0	0	0	0.5035469001	0	True Negative
2016	1	3	1	2	1		0	2									0.178	0.122	0.242	0.37	0.139	0.158	0.162	0.107	1	0	1	3	-2	1	0	1	1	0	0	1	0	0	0	0.560022823	0	True Negative
2017	1	3	1	2	1	1	1	3									0.178	0.113	0.226	0.342	0.158	0.157	0.152	0.146	3	0	1	1	2	2	0	1	1	0	1	2	0	0	0	0.5709142287	0	True Negative
2018	1	3	1	2	1	1	1	4									0.176	0.112	0.235	0.338	0.158	0.158	0.144	0.155	7	0	1	3	4	2	0	1	2	0	0	3	0	0	0	0.5641691129	0	True Negative
2019	1	3	1	2	1	1	1	5									0.174	0.116	0.254	0.356	0.205	0.142	0.147	0.198	6	0	1	7	-1	1	0	1	2	0	-1	4	0	0	0	0.5383991432	0	True Negative
2020	1	3	1	2	1	1	1	6									0.176	0.117	0.283	0.359	0.198	0.156	0.132	0.184	5	0	1	6	-1	1	0	1	1	0	0	5	0	0	0	0.5216592803	0	True Negative
2021	1	3	1	2	1	1	1	7									0.18	0.116	0.272	0.35	0.195	0.15	0.137	0.191	7	0	1	5	2	1	0	1	1	0	0	6	0	0	0	0.5408437928	0	True Negative
2015	0	3	1	3				1	7.996253786	1583.998159	4.906973441	14.89999962	1328024498	41.92291387	7.629	32.547299	0.543	0.417	0.679	0.737	0.536	0.658	0.753	0.633	10	0	1	10	0	3	0	1	2	0	1	0	0	0	0	0.02880097954	0	True Negative
2016	0	3	1	3	1		0	2	8.256305502	1707.508929	4.948216341	16.5	1343944296	40.08248571	7.611	32.8650781	0.524	0.406	0.672	0.735	0.535	0.612	0.754	0.627	13	0	1	10	3	3	0	1	3	0	0	1	0	0	0	0.02342993594	0	True Negative
2017	0	3	1	3	1	1	0	3	6.795383419	1950.104683	3.328173375	18.20000076	1359657400	40.74249695	7.626	33.18213282	0.488	0.371	0.65	0.712	0.533	0.568	0.726	0.617	12	0	1	13	-1	3	0	1	3	0	0	2	0	0	0	0.01554443548	0	True Negative
2016	0	3	1	3				1	7.113478213	1649.283809	5.513525727	16.89909935	160811932	31.33415013	4.35	29.87539155	0.269	0.106	0.405	0.24	0.283	0.417	0.539	0.721	13	0	1	10	3	1	0	1	1	0	0	0	0	0	0	0.02944537276	0	True Negative
2014	0	3	1	2				1	2.484060105	7577.64133	1.854604213	73	6346990	79.81715659	8.84	88.41825748	0.486	0.302	0.611	0.543	0.451	0.776	0.764	0.8	2	0	1	2	0	1	0	1	1	0	0	0	0	0	0	1.50E-06	0	True Negative
2015	0	3	1	4				1	-0.8426562521	7458.489178	10.40229336	25	6531819	56.90490733	19.69	87.81591034	0.285	0.172	0.149	0.434	0.457	0.705	0.576	0.591	11	0	1	9	2	1	0	1	1	0	0	0	0	1	1	0.0431854236	0	False Negative
2017	1	4	1	4	2	1	1	3	32.49180219	9965.832367	25.80361848	47.5	6738770	47.54896619	19.053	87.81667299	0.273	0.167	0.113	0.43	0.43	0.616	0.572	0.534	13	0	1	10	3	1	0	1	1	0	0	1	0	0	0	0.001448254798	0	True Negative
2018	1	4	1	4	1	2	1	4	7.941367853	11196.58548	13.17020385	47.5	6849055	63.7811336	18.865	87.81848428	0.268	0.153	0.096	0.39	0.427	0.615	0.526	0.515	15	0	1	13	2	1	0	1	1	0	0	2	0	0	0	0.001749172079	0	True Negative
2023	0	3	3	2				1									0.145	0.044	0.1	0.119	0.123	0.079	0.07	0.097	8	0	1	6	2	2	0	1	2	0	0	0	0	0	0	0.6115200448	1	False Positive
2024	0	3	3	2	1		0	2									0.143	0.054	0.141	0.156	0.195	0.07	0.094	0.147	7	0	1	8	-1	2	0	1	2	0	0	1	0	0	0	0.579880312	0	True Negative
2019	0	4	1	4				1	5.889204971	764.8530778	-3.23338934	9.27180601	20961952	60.40869288	4.493	26.11872544	0.657	0.477	0.829	0.693	0.523	0.827	0.855	0.893	19	0	1	15	4	2	0	1	1	0	1	0	0	0	0	0.04512387584	0	True Negative
2020	0	4	1	4	1		0	2	2.010772624	825.2370388	1.884700665	12.97319984	21478690	60.73977864	4.59	26.35783736	0.662	0.486	0.823	0.702	0.527	0.828	0.872	0.9	19	0	1	19	0	2	0	1	2	0	0	1	0	0	0	0.0197354705	0	True Negative
2021	0	4	1	4	1	1	0	3	6.942524926	895.5352884	3.653267618	18.1522007	21995243	62.42035866	4.511	26.81143077	0.634	0.456	0.827	0.688	0.471	0.81	0.891	0.882	18	0	1	19	-1	2	0	1	2	0	0	2	0	0	0	0.007288389127	0	True Negative
2022	0	4	1	4	1	1	0	4	1.626732582	827.3308435	14.29023543	25.3987999	22509038	67.52029013	3.828	27.27913697	0.275	0.224	0.811	0.602	0.455	0.753	0.794	0.833	19	0	1	18	1	1	0	1	2	0	-1	3	0	0	0	0.007096374834	0	True Negative
2023	1	3	1	4	1	1	0	5	3.000274158	873.4825897	0.7429104287	25.36120033	23025776	63.13268517	3.601	27.78724784	0.212	0.179	0.747	0.538	0.422	0.58	0.609	0.734	20	0	1	19	1	1	0	1	1	0	0	4	0	0	0	0.007138393327	0	True Negative
2024	1	4	1	4	1	1	1	6	4.799809517	981.9926498	4.190817213	28.25270081	23548781	60.50242229	3.441	28.33525149	0.154	0.126	0.588	0.406	0.387	0.348	0.384	0.636	20	0	1	20	0	1	0	1	1	0	0	5	0	0	0	0.004270646921	0	True Negative
2015	0	3	1	2				1									0.388	0.23	0.503	0.48	0.575	0.352	0.7	0.526	3	0	1	2	1	2	0	1	1	0	1	0	0	1	1	0.4912907505	0	False Negative
2016	0	3	1	3				1	6.573838285	1424.691612	3.765119164	12.38544676	220138869	24.70157805	2.285	36.15971849	0.429	0.258	0.328	0.508	0.522	0.69	0.732	0.619	13	0	1	10	3	2	0	1	1	0	1	0	0	0	0	0.08447677493	0	True Negative
2017	0	3	1	3	1		0	2	4.432625907	1519.234595	4.08537368	13.77999973	223273967	25.472035	3.204	36.43515482	0.419	0.257	0.336	0.516	0.525	0.662	0.727	0.643	12	0	1	13	-1	2	0	1	2	0	0	1	0	0	0	0.05926050672	0	True Negative
2018	0	3	1	3	1	1	0	3	6.151702611	1569.338146	5.078057259	15.34000015	226928892	27.62605708	4.083	36.74785116	0.395	0.25	0.359	0.527	0.542	0.631	0.685	0.699	14	0	1	12	2	2	0	1	2	0	0	2	0	0	0	0.04782329086	0	True Negative
2021	0	3	1	3	1	1	0	4	6.513885759	1455.319224	9.496415773		239477801	27.03042041	6.338	37.93333955	0.394	0.248	0.362	0.519	0.539	0.637	0.669	0.733	15	0	1	9	6	3	0	1	2	0	1	3	0	0	0	0.479537411	0	True Negative
2022	0	3	1	3	1	1	0	5	4.778106869	1538.322813	19.87385996		243700667	33.03135348	5.291	38.37404398	0.379	0.227	0.253	0.482	0.534	0.633	0.683	0.721	15	0	1	15	0	3	0	1	3	0	0	4	0	0	0	0.4433106251	0	True Negative
2017	0	4	1	4				1	5.375547696	924.0575317	1.759857429	18.89999962	19813011	49.49199849	1.498	27.06467029	0.54	0.328	0.665	0.538	0.533	0.851	0.824	0.875	13	0	1	10	3	2	0	1	1	0	1	0	0	0	0	0.01582441514	0	True Negative
2018	0	4	1	4	1		0	2	4.86785	996.3792921	0.2995465074	21.39999962	20442030	50.69984625	1.62	27.69991859	0.518	0.307	0.641	0.511	0.524	0.849	0.82	0.852	15	0	1	13	2	2	0	1	2	0	0	1	0	0	0	0.009957902469	0	True Negative
2019	0	4	1	4	1	1	0	3	4.999999116	971.9493186	-1.658266948	24.96030045	21068405	53.99871328	3.29	28.35207157	0.516	0.317	0.675	0.537	0.53	0.851	0.849	0.872	19	0	1	15	4	2	0	1	2	0	0	2	0	0	0	0.005274705557	0	True Negative
2020	0	4	1	4	1	1	0	4	-1.169108348	953.2429433	0.4380889403	29.11300087	21713836	56.04154744	3.528	29.0205973	0.421	0.254	0.678	0.489	0.507	0.794	0.788	0.798	19	0	1	19	0	2	0	1	2	0	0	3	0	0	0	0.002525404297	0	True Negative
2021	0	4	1	4	1	1	0	5	3.100941244	1027.273454	3.925602831	33.95650101	22388630	56.71505256	4.006	29.70496383	0.243	0.155	0.656	0.423	0.485	0.766	0.681	0.768	18	0	1	19	-1	2	0	1	2	0	0	4	0	0	0	0.001574288167	0	True Negative
2022	0	4	1	4	1	1	0	6	3.703190276	976.9141164	9.621476085	35.19919968	23072640	61.56132749	2.387	30.40157057	0.231	0.147	0.637	0.412	0.489	0.677	0.675	0.777	19	0	1	18	1	1	0	1	2	0	-1	5	0	0	0	0.001334090667	0	True Negative
2023	1	4	1	4	1	1	0	7	4.725411091	1043.953385	2.058802283	36.03879929	23769127	57.53326218	2.947	31.0031889	0.229	0.145	0.631	0.406	0.566	0.66	0.67	0.793	20	0	1	19	1	3	0	1	1	0	2	6	0	0	0	0.001332083757	0	True Negative
2024	1	4	1	4	1	1	1	8	4.992269175	1094.619493	3.206398641	36.80149841	24478595	49.89604143	2.924	31.60756212	0.192	0.141	0.597	0.428	0.525	0.589	0.449	0.659	20	0	1	20	0	3	0	1	3	0	0	7	0	0	0	0.001069846321	0	True Negative
2017	0	3	1	4				1	3.541176549	1496.089518	0.6404091499	23.20297197	24128601	39.19902161	3.573	53.31151421	0.298	0.131	0.476	0.289	0.224	0.569	0.442	0.576	13	0	1	10	3	1	0	1	1	0	0	0	0	0	0	0.008271684876	0	True Negative
2018	0	3	1	4	1		0	2	3.955514239	1610.696416	1.068858113	29.70000076	24806383	40.58760288	3.608	53.63398737	0.293	0.12	0.46	0.261	0.231	0.569	0.469	0.597	15	0	1	13	2	1	0	1	1	0	0	1	0	0	0	0.002207295233	0	True Negative
2019	1	3	1	4	1	1	0	3	3.475059982	1555.226605	2.452802141	36.53919983	25506095	43.37851325	3.632	53.94879141	0.28	0.116	0.487	0.259	0.227	0.576	0.468	0.592	19	0	1	15	4	1	0	1	1	0	0	2	0	0	0	0.00091394597	0	True Negative
2020	1	3	1	4	1	1	1	4	0.2599329159	1555.603707	2.437608822	37.69749832	26210558	33.73883136	3.881	54.25579492	0.285	0.123	0.5	0.277	0.234	0.583	0.451	0.589	19	0	1	19	0	1	0	1	1	0	0	3	0	0	0	0.0006034130656	0	True Negative
2021	1	3	1	4	1	1	1	5	3.338857472	1672.326573	2.271857625	38.89260101	26915758	36.73083472	3.976	54.55486645	0.282	0.121	0.509	0.274	0.236	0.585	0.438	0.604	18	0	1	19	-1	1	0	1	1	0	0	4	0	0	0	0.0004526582968	0	True Negative
2022	1	3	1	4	1	1	1	6	3.736784006	1604.87727	6.247677133	40.12559891	27632771	41.28660256	3.646	54.84587457	0.291	0.138	0.506	0.316	0.271	0.597	0.445	0.631	19	0	1	18	1	2	0	1	1	0	1	5	0	0	0	0.0003325125146	0	True Negative
2023	1	3	1	4	1	1	1	7	3.347562908	1720.475102	7.382813843	42.24380112	28372687	37.89033212	3.607	55.12868785	0.279	0.122	0.488	0.276	0.243	0.59	0.391	0.578	20	0	1	19	1	2	0	1	2	0	0	6	0	0	0	0.0002238992432	0	True Negative
2024	1	3	1	4	1	1	1	8	3.524723081	1830.008337	4.533313497	46.25880051	29123744	34.40317859	3.603	55.40317486	0.277	0.126	0.512	0.295	0.237	0.593	0.368	0.569	20	0	1	20	0	2	0	1	2	0	0	7	0	0	0	9.47E-05	0	True Negative
2019	0	4	1	4				1									0.148	0.104	0.175	0.332	0.255	0.478	0.46	0.575	19	0	1	15	4	1	0	1	1	0	0	0	0	0	0	0.5886382259	0	True Negative
2020	0	4	1	4	1		0	2									0.154	0.105	0.173	0.333	0.272	0.527	0.457	0.635	19	0	1	19	0	1	0	1	1	0	0	1	0	0	0	0.5267316278	0	True Negative
2016	0	3	1	3				1	7.14945675	2985.19564	1.253698801	39.20000076	106735719	61.77606577	2.695	51.91147482	0.485	0.346	0.632	0.653	0.623	0.772	0.747	0.823	13	0	1	10	3	3	0	1	2	0	1	0	0	1	1	0.0003630128919	0	False Negative
2018	1	3	1	3	2	1	1	3	6.341485572	3168.510366	5.309346616	44.09999847	109465287	72.1633983	2.338	53.20888975	0.45	0.295	0.543	0.57	0.605	0.706	0.688	0.771	14	0	1	12	2	3	0	1	2	0	1	1	0	0	0	0.0004173860055	0	True Negative
2019	1	3	1	3	1	2	1	4	6.118525662	3400.789498	2.392065344	43.02661187	110804683	68.84184226	2.237	53.71578599	0.428	0.28	0.515	0.566	0.623	0.656	0.679	0.819	11	0	1	14	-3	3	0	1	3	0	0	2	0	0	0	0.0005222725725	0	True Negative
2020	1	3	1	3	1	1	1	5	-9.51829474	3227.579102	2.393162393	53.76490021	112081264	58.1695603	2.522	54.10777199	0.405	0.27	0.513	0.569	0.591	0.593	0.662	0.717	9	0	1	11	-2	2	0	1	3	0	-1	3	0	0	0	5.75E-05	0	True Negative
2021	1	3	1	3	1	1	1	6	5.714733132	3484.385939	3.927180221	66.90779877	113100950	63.48460981	3.398	54.45041025	0.411	0.271	0.487	0.56	0.591	0.621	0.663	0.717	15	0	1	9	6	2	0	1	2	0	0	4	0	0	0	5.37E-06	0	True Negative
2022	1	3	1	3	1	1	1	7	7.580982128	3548.069306	5.821158112	75.21114422	113964338	72.42968361	2.598	54.79023436	0.411	0.277	0.538	0.583	0.591	0.657	0.661	0.717	15	0	1	15	0	2	0	1	2	0	0	5	0	0	0	7.25E-07	0	True Negative
2023	1	3	1	3	1	1	1	8	5.518949679	3804.082741	5.978025155	77.86699677	114891199	67.41996932	2.2	55.12427162	0.416	0.288	0.54	0.599	0.591	0.665	0.696	0.717	15	0	1	15	0	2	0	1	2	0	0	6	0	0	0	4.53E-07	0	True Negative
2018	0	2	2	2				1																	7	0	1	3	4	1	0	1				0	0	0	0	0.5776363991	0	True Negative
2019	0	2	2	2	1		0	2																	6	0	1	7	-1	1	0	1	1	0	0	1	0	0	0	0.50559295	0	True Negative
2020	0	2	2	2	1	1	0	3																	5	0	1	6	-1	1	0	1	1	0	0	2	0	0	0	0.5168502124	0	True Negative
2021	0	2	2	2	1	1	0	4																	7	0	1	5	2	1	0	1	1	0	0	3	0	0	0	0.5379371989	0	True Negative
2022	0	2	2	2	1	1	0	5																	6	0	1	7	-1	1	0	1	1	0	0	4	0	0	0	0.5039202309	0	True Negative
2023	1	2	2	2	1	1	0	6																	8	0	1	6	2	1	0	1	1	0	0	5	0	0	0	0.63133798	1	False Positive
2024	1	2	2	2	1	1	1	7																	7	0	1	8	-1	1	0	1	1	0	0	6	0	1	1	0.6070680781	1	True Positive
2017	0	4	1	4				1									0.304	0.11	0.232	0.217	0.514	0.656	0.458	0.653	13	0	1	10	3	1	0	1	1	0	0	0	0	0	0	0.6266953181	1	False Positive
2018	0	4	1	4	1		0	2									0.306	0.117	0.279	0.239	0.512	0.656	0.457	0.653	15	0	1	13	2	2	0	1	1	0	1	1	0	0	0	0.5252057227	0	True Negative
2019	0	4	1	4	1	1	0	3									0.344	0.141	0.357	0.278	0.489	0.676	0.567	0.671	19	0	1	15	4	2	0	1	2	0	0	2	0	0	0	0.4922573395	0	True Negative
2020	1	4	1	4	1	1	0	4									0.347	0.152	0.339	0.304	0.5	0.702	0.562	0.614	19	0	1	19	0	2	0	1	2	0	0	3	0	0	0	0.5624980472	0	True Negative
2021	1	4	1	4	1	1	1	5									0.342	0.14	0.302	0.27	0.463	0.704	0.534	0.509	18	0	1	19	-1	2	0	1	2	0	0	4	0	0	0	0.5795644492	0	True Negative
2022	1	4	1	4	1	1	1	6									0.336	0.15	0.328	0.311	0.448	0.669	0.553	0.469	19	0	1	18	1	2	0	1	2	0	0	5	0	0	0	0.5882574067	0	True Negative
2023	1	4	1	4	1	1	1	7									0.333	0.123	0.306	0.232	0.483	0.686	0.508	0.472	20	0	1	19	1	2	0	1	2	0	0	6	0	0	0	0.5916907324	0	True Negative
2024	1	4	1	4	1	1	1	8									0.308	0.123	0.239	0.254	0.492	0.578	0.506	0.503	20	0	1	20	0	2	0	1	2	0	0	7	0	0	0	0.5843670157	0	True Negative
2019	0	3	1	4				1	2.317813948	519.0925509	2.802703079	12.47929955	29884380	105.5911714	4.462	33.41772415	0.397	0.255	0.532	0.539	0.495	0.638	0.798	0.719	19	0	1	15	4	1	0	1	1	0	0	0	0	0	0	0.0723529726	0	True Negative
2020	1	3	1	4	1		0	2	-1.2195225	462.4338765	3.483935675	14.28740025	30783688	99.90614605	5.019	33.90440064	0.364	0.238	0.529	0.533	0.49	0.636	0.753	0.696	19	0	1	19	0	1	0	1	1	0	0	1	0	0	0	0.06977357656	0	True Negative
2021	1	4	1	4	1	1	1	3	2.377435728	509.9078295	6.40847653	16.35759926	31707800	112.0789645	5.413	34.44992594	0.367	0.244	0.533	0.544	0.555	0.629	0.752	0.713	18	0	1	19	-1	1	0	1	1	0	0	2	0	0	0	0.06252711209	0	True Negative
2022	1	4	1	4	1	1	1	4	4.364450744	578.2516638	10.27940181	18.96220016	32656246	135.2795784	6.789	35.0536638	0.366	0.24	0.514	0.537	0.518	0.647	0.725	0.679	19	0	1	18	1	1	0	1	1	0	0	3	0	0	0	0.04402544552	0	True Negative
2023	1	4	1	4	1	1	1	5	5.481490365	622.0002977	7.126974821	19.94560051	33635160	106.0586134	6.661	35.71497831	0.351	0.224	0.494	0.507	0.526	0.619	0.715	0.705	20	0	1	19	1	1	0	1	1	0	0	4	0	0	0	0.03558790906	0	True Negative
2024	1	4	1	4	1	1	1	6	2.148549646	656.7768246	4.078568348	20.52729988	34631766	95.65942035	6.668	36.43323374	0.31	0.189	0.415	0.455	0.516	0.52	0.601	0.672	20	0	1	20	0	1	0	1	1	0	0	5	0	0	0	0.03138190239	0	True Negative
2022	0	3	2	4				1	6.252947054	1266.42711	1.350778636	30.53730011	13759501	44.38159289	1.685	50.9627	0.423	0.285	0.862	0.585	0.495	0.722	0.567	0.661	19	0	1	18	1	1	0	1				0	0	0	0	0.001298804422	0	True Negative
2023	0	3	2	4	1		0	2	6.352777385	1394.177847	2.738700784	32.39400101	14111034	44.66313082	1.641	51.7457923	0.487	0.313	0.866	0.567	0.486	0.697	0.597	0.632	20	0	1	19	1	1	0	1	1	0	0	1	0	0	0	0.0006795375251	0	True Negative
2024	0	3	2	4	1	1	0	3	7.453115662	1485.380189	1.160930896	33.98379898	14462724	40.63980224	1.637	52.54553548	0.491	0.323	0.87	0.586	0.486	0.686	0.609	0.632	20	0	1	20	0	1	0	1	1	0	0	2	0	0	0	0.0004608207063	0	True Negative
