year	cumulative_intensity	type_of_conflict	incompatibility	region	lag_1_intensity	lag_2_intensity	lag_1_cumulative_intensity	conflict_age	gdp_growth	gdp_per_capita	inflation	internet_users_pct	population	trade_pct_gdp	unemployment	urban_population_pct	electoral_democracy	liberal_democracy	rule_of_law	liberal_component	participatory_component	freedom_expression_altinfo	freedom_association	civil_society_participation	regional_conflict_count	regional_high_intensity_count	regional_avg_intensity	regional_conflict_count_lag1	regional_conflict_growth	country_conflict_count	country_high_intensity_count	country_avg_intensity	country_conflict_count_lag1	country_high_intensity_lag1	country_conflict_growth	previous_conflict_years	previous_high_intensity_years	target_escalation_next_year	actual	predicted_probability	predicted_label	error_type
2015	1	3	1	3	1	1	1	43	6.348309717	2909.85818	0.6741925368	36.90000153	105312992	59.14159211	3.068	51.15490477	0.522	0.409	0.703	0.753	0.641	0.88	0.78	0.884	10	0	1	10	0	2	0	1	2	0	0	39	0	0	0	0.0005954414256	0	True Negative
2016	1	3	1	3	1	1	1	44	7.14945675	2985.19564	1.253698801	39.20000076	106735719	61.77606577	2.695	51.91147482	0.485	0.346	0.632	0.653	0.623	0.772	0.747	0.823	13	0	1	10	3	3	0	1	2	0	1	40	0	0	0	0.0003657492689	0	True Negative
2017	1	4	1	3	1	1	1	45	6.930988326	3038.12125	2.853187726	41.59999847	108119693	68.16836974	2.552	52.60104824	0.469	0.321	0.574	0.608	0.614	0.75	0.718	0.792	12	0	1	13	-1	2	0	1	3	0	-1	41	0	0	0	0.0003177485352	0	True Negative
2018	1	3	1	3	1	1	1	46	6.341485572	3168.510366	5.309346616	44.09999847	109465287	72.1633983	2.338	53.20888975	0.45	0.295	0.543	0.57	0.605	0.706	0.688	0.771	14	0	1	12	2	3	0	1	2	0	1	42	0	0	0	0.0001441595681	0	True Negative
2019	1	3	1	3	1	1	1	47	6.118525662	3400.789498	2.392065344	43.02661187	110804683	68.84184226	2.237	53.71578599	0.428	0.28	0.515	0.566	0.623	0.656	0.679	0.819	11	0	1	14	-3	3	0	1	3	0	0	43	0	0	0	0.0001653357902	0	True Negative
2013	1	3	2	4	2	2	1	31	1.955144633	1138.627808	36.52234491		37785849	26.8585245	16.273	33.4264778	0.212	0.063	0.094	0.139	0.224	0.189	0.341	0.314	12	0	1	8	4	1	0	1	1	0	0	6	0	0	0	0.9325568078	1	False Positive
2014	1	3	2	4	1	2	1	32	4.661379542	1275.438354	36.90664279		38823318	20.845109	15.41	33.76245824	0.212	0.062	0.086	0.136	0.22	0.189	0.341	0.314	9	0	1	12	-3	1	0	1	1	0	0	7	0	1	1	0.8384203965	1	True Positive
2017	1	3	2	4	2	2	1	35	0.7092562848	966.5056763	32.3516261	18.60000038	42714306	17.83138983	13	34.28722257	0.226	0.074	0.115	0.169	0.221	0.203	0.35	0.359	13	0	1	10	3	1	0	1	1	0	0	8	0	0	0	0.2542320875	0	True Negative
2020	1	3	2	4	1	2	1	36	-3.629800824	577.7952271	163.2577824		46789231	9.955145076	11.995	34.55944338	0.167	0.054	0.153	0.138	0.294	0.419	0.414	0.704	19	0	1	19	0	1	0	1	1	0	0	9	0	0	0	0.7865837608	1	False Positive
2021	1	3	2	4	1	1	1	37	-1.868520483	712.1220093	359.0930408		48066924	4.127548638	11.087	34.64215634	0.163	0.051	0.152	0.131	0.271	0.417	0.376	0.603	18	0	1	19	-1	1	0	1	1	0	0	10	0	0	0	0.5146559252	0	True Negative
2022	1	3	2	4	1	1	1	38	-0.9578165911	1046.240845	138.8084602		49383346	2.698834436	7.53	34.72098521	0.158	0.048	0.138	0.125	0.253	0.38	0.374	0.543	19	0	1	18	1	1	0	1	1	0	0	11	0	1	1	0.6022077165	1	True Positive
2013	1	4	2	4	1	1	1	32	3.586905826	818.2854274	4.905208757	5.099999905	35337042	43.10915487	1.91	22.73676592	0.312	0.23	0.651	0.578	0.565	0.621	0.542	0.753	12	0	1	8	4	1	0	1	1	0	0	19	0	0	0	0.3889592471	0	True Negative
2014	1	4	2	4	1	1	1	33	5.106307325	896.0547955	3.07570669	5.400000095	36395539	36.01440108	2.357	24.19385034	0.305	0.226	0.646	0.576	0.558	0.616	0.517	0.76	9	0	1	12	-3	1	0	1	1	0	0	20	0	0	0	0.3100404361	0	True Negative
2015	1	4	2	4	1	1	1	34	5.18785986	862.9346104	5.589686063	5.699999809	37531446	37.68929833	2.681	24.97778566	0.3	0.222	0.634	0.567	0.559	0.587	0.517	0.787	11	0	1	9	2	1	0	1	1	0	0	21	0	0	0	0.3423279604	0	True Negative
2016	1	4	2	4	1	1	1	35	4.781000293	752.6965717	5.706375046	5.9	38799152	31.20936202	3.002	25.69535671	0.289	0.205	0.536	0.529	0.543	0.568	0.501	0.768	10	0	1	11	-1	1	0	1	1	0	0	22	0	0	0	0.336223728	0	True Negative
2011	1	3	1	3	1	1	1	7	2.680116854	1131.735138	11.91609271	8	203746065	32.36263828	0.796	35.01136759	0.466	0.283	0.351	0.52	0.584	0.83	0.745	0.738	7	0	1	8	-1	1	0	1	1	0	0	5	0	0	0	0.2588589452	0	True Negative
2012	1	3	1	3	1	1	1	8	3.027583911	1204.364755	9.682351861	8.100000381	207667125	31.31897328	3.667	35.21602294	0.466	0.283	0.348	0.521	0.578	0.838	0.737	0.751	7	0	1	7	0	1	0	1	1	0	0	6	0	0	0	0.2967509832	0	True Negative
2013	1	3	1	3	1	1	1	9	4.36686505	1225.434012	7.692156119	9	211073978	30.89027434	2.954	35.43153525	0.47	0.285	0.321	0.525	0.563	0.82	0.761	0.688	10	0	1	7	3	1	0	1	1	0	0	7	0	0	0	0.2702105224	0	True Negative
2014	1	3	1	3	1	1	1	10	4.116428172	1266.613408	7.189384028	10	214264647	29.46982569	1.827	35.65955498	0.469	0.283	0.323	0.519	0.562	0.8	0.786	0.686	10	0	1	10	0	1	0	1	1	0	0	8	0	0	0	0.1953496711	0	True Negative
2015	1	3	1	3	1	1	1	11	4.217942096	1380.470208	2.529328173	11	217290883	26.68818602	3.566	35.90173257	0.441	0.264	0.327	0.504	0.526	0.742	0.736	0.619	10	0	1	10	0	1	0	1	1	0	0	9	0	0	0	0.1753693788	0	True Negative
2019	1	3	1	3	1	1	1	12	2.497636929	1390.41691	10.57803057	17.07090172	230800899	28.90557699	4.83	37.10916317	0.368	0.233	0.34	0.514	0.536	0.57	0.658	0.679	11	0	1	14	-3	2	0	1	2	0	0	10	0	0	0	0.04801139567	0	True Negative
2020	1	3	1	3	1	1	1	13	-1.274087443	1278.397352	9.740116193	18.935	235001746	26.71628073	5.994	37.50801929	0.377	0.253	0.358	0.558	0.553	0.608	0.631	0.751	9	0	1	11	-2	2	0	1	2	0	0	11	0	0	0	0.0416008115	0	True Negative
2021	1	3	1	3	1	1	1	14	6.513885759	1455.319224	9.496415773		239477801	27.03042041	6.338	37.93333955	0.394	0.248	0.362	0.519	0.539	0.637	0.669	0.733	15	0	1	9	6	3	0	1	2	0	1	12	0	0	0	0.5728277656	0	True Negative
2022	1	3	1	3	1	1	1	15	4.778106869	1538.322813	19.87385996		243700667	33.03135348	5.291	38.37404398	0.379	0.227	0.253	0.482	0.534	0.633	0.683	0.721	15	0	1	15	0	3	0	1	3	0	0	13	0	0	0	0.5368225113	0	True Negative
2023	1	3	1	3	1	1	1	16	-0.4149359971	1360.324178	30.76812807		247504495	28.46769255	5.237	38.81918619	0.334	0.205	0.268	0.475	0.539	0.538	0.553	0.737	15	0	1	15	0	2	0	1	3	0	-1	14	0	0	0	0.5450171933	0	True Negative
2024	1	3	1	3	1	1	1	17	3.048982873	1478.77278	12.63253185	57.253	251269164	27.57846835	5.492	39.17343684	0.313	0.193	0.33	0.462	0.477	0.559	0.569	0.654	13	0	1	15	-2	1	0	1	2	0	-1	15	0	0	0	3.41E-05	0	True Negative
2011	1	3	1	4	1	1	1	22	11.17829623	343.0249424	33.24995988	1.100000024	93149970	48.23293541	2.27	17.86379051	0.223	0.105	0.493	0.276	0.219	0.28	0.308	0.335	8	0	1	6	2	2	0	1	2	0	0	19	0	0	0	0.3079830279	0	True Negative
2012	1	3	1	4	1	1	1	23	8.647811635	452.1010319	23.60041768	2.900000095	95798767	45.39790418	2.252	18.2061367	0.225	0.106	0.492	0.276	0.219	0.287	0.311	0.335	8	0	1	8	0	2	0	1	2	0	0	20	0	0	0	0.2291067206	0	True Negative
2013	1	3	1	4	1	1	1	24	10.58227005	484.0398331	7.464021929	4.599999905	98438751	41.47178708	2.251	18.61551476	0.223	0.104	0.48	0.27	0.234	0.278	0.305	0.364	12	0	1	8	4	1	0	1	2	0	-1	21	0	0	0	0.2132229147	0	True Negative
2014	1	3	1	4	1	1	1	25	10.25749296	549.9865771	6.890019516	7.699999809	101115610	40.74108415	2.361	19.02628708	0.227	0.104	0.474	0.27	0.234	0.299	0.305	0.364	9	0	1	12	-3	1	0	1	1	0	0	22	0	0	0	0.1001838688	0	True Negative
2015	1	3	1	4	1	1	1	26	10.39246301	597.9121132	9.56889956	13.85517556	103867135	39.65612414	2.442	19.4515667	0.228	0.102	0.452	0.26	0.234	0.291	0.312	0.364	11	0	1	9	2	2	0	1	1	0	1	23	0	0	0	0.03711517234	0	True Negative
2013	1	3	2	4	2	2	1	16	6.571413897	686.5056725	4.261352509	5.5	25051611	109.3853766	3.345	31.6619154	0.437	0.301	0.68	0.609	0.525	0.734	0.79	0.672	12	0	1	8	4	1	0	1	1	0	0	4	0	0	0	0.6889878522	1	False Positive
2018	1	3	2	4	1	2	1	17	3.484932024	517.5072603	3.9113344	10.89999962	29018644	124.6074575	4.21	32.99025591	0.4	0.264	0.54	0.56	0.538	0.639	0.775	0.703	15	0	1	13	2	1	0	1	1	0	0	5	0	0	0	0.3164783537	0	True Negative
2022	1	3	2	3	2	2	1	45	-6.240171992	357.2611528	13.71210237	15.86629963	40578842	72.88546961	14.1	25.39392506	0.076	0.011	0.025	0.027	0.026	0.066	0.037	0.044	15	0	1	15	0	2	0	1	1	0	1	3	0	0	0	0.3486508037	0	True Negative
2023	1	3	2	3	1	2	1	46	2.266943736	413.7578947	-4.644708708	15.92840004	41454761	67.58466515	14.008	25.47305296	0.073	0.015	0.021	0.042	0.024	0.048	0.03	0.036	15	0	1	15	0	2	0	1	2	0	0	4	0	0	0	0.2196196188	0	True Negative
2024	1	3	2	3	1	1	1	47			-6.601185641	16.09499931	42647492		13.687	25.70073526	0.08	0.014	0.016	0.038	0.03	0.08	0.05	0.057	13	0	1	15	-2	2	0	1	2	0	0	5	0	0	0	0.1153534849	0	True Negative
2013	1	4	2	4	2	2	1	21									0.162	0.118	0.162	0.374	0.261	0.537	0.51	0.596	12	0	1	8	4	1	0	1	1	0	0	10	0	1	1	0.9386094971	1	True Positive
2018	1	3	2	2	1	1	1	14									0.182	0.131	0.341	0.4	0.103	0.19	0.112	0.17	7	0	1	3	4	1	0	1	1	0	0	12	0	0	0	0.5734163531	0	True Negative
2019	1	3	2	2	1	1	1	15									0.181	0.126	0.341	0.387	0.094	0.189	0.11	0.146	6	0	1	7	-1	1	0	1	1	0	0	13	0	0	0	0.5104635548	0	True Negative
2020	1	3	2	2	1	1	1	16									0.165	0.119	0.313	0.373	0.094	0.179	0.101	0.143	5	0	1	6	-1	1	0	1	1	0	0	14	0	0	0	0.5395145764	0	True Negative
2023	1	3	2	2	1	1	1	17									0.153	0.077	0.254	0.231	0.08	0.149	0.07	0.12	8	0	1	6	2	1	0	1	1	0	0	15	0	0	0	0.5662442691	0	True Negative
2024	1	3	2	2	1	1	1	18									0.166	0.088	0.314	0.264	0.097	0.23	0.09	0.143	7	0	1	8	-1	1	0	1	1	0	0	16	0	0	0	0.533897072	0	True Negative
2013	0	3	2	4				1	2.429930964	4369.793458	5.316235313	43.79999924	11141361	98.95495669	15.934	67.49995422	0.761	0.635	0.765	0.83	0.498	0.889	0.874	0.933	12	0	1	8	4	1	0	1	1	0	0	0	0	0	0	0.0001950430438	0	True Negative
2014	0	3	2	4	1		0	2	3.090328031	4458.978955	4.625550995	46.15999985	11274288	96.10710386	14.259	67.75246434	0.745	0.632	0.764	0.847	0.483	0.854	0.866	0.9	9	0	1	12	-3	1	0	1	1	0	0	1	0	0	0	8.29E-05	0	True Negative
2015	1	4	2	4	2		1	2	5.666952987	1415.000097	2.676235314	18.29999924	22763414	45.54014683	3.518	52.64408631	0.324	0.152	0.596	0.325	0.376	0.678	0.491	0.613	11	0	1	9	2	2	0	1	1	0	1	0	0	0	0	0.0891597238	0	True Negative
2016	1	3	2	4	1	2	1	3	4.535794237	1441.720173	0.8741903833	20.60000038	23454161	40.63863153	3.529	52.98150338	0.307	0.139	0.523	0.304	0.254	0.589	0.452	0.601	10	0	1	11	-1	1	0	1	2	0	-1	1	0	0	0	0.04972472788	0	True Negative
2022	1	3	2	4	1	1	1	4	3.736784006	1604.87727	6.247677133	40.12559891	27632771	41.28660256	3.646	54.84587457	0.291	0.138	0.506	0.316	0.271	0.597	0.445	0.631	19	0	1	18	1	2	0	1	1	0	1	2	0	0	0	0.0004694196984	0	True Negative
2023	1	3	2	4	1	1	1	5	3.347562908	1720.475102	7.382813843	42.24380112	28372687	37.89033212	3.607	55.12868785	0.279	0.122	0.488	0.276	0.243	0.59	0.391	0.578	20	0	1	19	1	2	0	1	2	0	0	3	0	0	0	0.0003161006355	0	True Negative
2024	1	3	2	4	1	1	1	6	3.524723081	1830.008337	4.533313497	46.25880051	29123744	34.40317859	3.603	55.40317486	0.277	0.126	0.512	0.295	0.237	0.593	0.368	0.569	20	0	1	20	0	2	0	1	2	0	0	4	0	0	0	0.0001337123796	0	True Negative
2011	1	3	1	2	1	1	1	28									0.522	0.354	0.635	0.623	0.629	0.536	0.754	0.615	3	0	1	5	-2	1	0	1	1	0	0	19	0	0	0	0.4506114368	0	True Negative
2012	1	3	1	2	1	1	1	29									0.508	0.346	0.629	0.617	0.618	0.527	0.75	0.615	3	0	1	3	0	1	0	1	1	0	0	20	0	0	0	0.4863406036	0	True Negative
2015	1	3	1	2	1	1	1	30									0.388	0.23	0.503	0.48	0.575	0.352	0.7	0.526	3	0	1	2	1	2	0	1	1	0	1	21	0	1	1	0.5490808111	0	False Negative
2017	1	3	1	2	2	1	1	32									0.29	0.101	0.306	0.202	0.492	0.18	0.535	0.325	3	0	1	1	2	1	0	1	2	0	-1	22	0	0	0	0.7900800615	1	False Positive
2018	1	3	1	2	1	2	1	33									0.295	0.104	0.304	0.208	0.491	0.198	0.555	0.325	7	0	1	3	4	1	0	1	1	0	0	23	0	0	0	0.7875205071	1	False Positive
2019	1	3	1	2	1	1	1	34									0.289	0.107	0.312	0.225	0.485	0.191	0.554	0.398	6	0	1	7	-1	1	0	1	1	0	0	24	0	0	0	0.5718698104	0	True Negative
2020	1	3	1	2	1	1	1	35									0.292	0.115	0.324	0.245	0.467	0.19	0.554	0.398	5	0	1	6	-1	1	0	1	1	0	0	25	0	0	0	0.5690766631	0	True Negative
2021	1	3	1	2	1	1	1	36									0.287	0.113	0.324	0.243	0.439	0.189	0.527	0.389	7	0	1	5	2	1	0	1	1	0	0	26	0	0	0	0.57693499	0	True Negative
2022	1	3	1	2	1	1	1	37									0.285	0.11	0.32	0.238	0.416	0.18	0.538	0.357	6	0	1	7	-1	1	0	1	1	0	0	27	0	0	0	0.5439406399	0	True Negative
2023	1	3	1	2	1	1	1	38									0.285	0.108	0.34	0.23	0.412	0.177	0.55	0.364	8	0	1	6	2	1	0	1	1	0	0	28	0	0	0	0.558429505	0	True Negative
2024	1	3	1	2	1	1	1	39									0.289	0.109	0.326	0.23	0.412	0.183	0.551	0.364	7	0	1	8	-1	1	0	1	1	0	0	29	0	0	0	0.5282048416	0	True Negative
2022	0	3	2	4				1	6.29443692	951.2323787	7.967573616	35.60749817	9089738	61.5750924	1.965	42.7332328	0.399	0.216	0.701	0.424	0.529	0.648	0.658	0.668	19	0	1	18	1	1	0	1				0	0	0	0	0.0007506069307	0	True Negative
2023	0	3	2	4	1		0	2	6.192115769	1055.017279	5.489285681	37.57020187	9304337		1.942	43.2496853	0.389	0.194	0.545	0.379	0.476	0.633	0.657	0.501	20	0	1	19	1	1	0	1	1	0	0	1	0	0	0	0.0006247175505	0	True Negative
2024	0	3	2	4	1	1	0	3	6.532045056	1119.381605	2.862620741	39.48320007	9515236		1.948	43.81484916	0.35	0.167	0.546	0.342	0.458	0.576	0.57	0.429	20	0	1	20	0	1	0	1	1	0	0	2	0	0	0	0.0004033929428	0	True Negative
2018	0	4	2	4				1	6.604569068	777.4656185	1.955943027	8.498900414	20438288	60.59562562	4.695	26.08322022	0.666	0.485	0.828	0.694	0.53	0.852	0.849	0.908	15	0	1	13	2	1	0	1				0	0	0	0	0.08260575953	0	True Negative
2019	0	4	2	4	1		0	2	5.889204971	764.8530778	-3.23338934	9.27180601	20961952	60.40869288	4.493	26.11872544	0.657	0.477	0.829	0.693	0.523	0.827	0.855	0.893	19	0	1	15	4	2	0	1	1	0	1	1	0	0	0	0.05799405039	0	True Negative
2020	0	4	2	4	1	1	0	3	2.010772624	825.2370388	1.884700665	12.97319984	21478690	60.73977864	4.59	26.35783736	0.662	0.486	0.823	0.702	0.527	0.828	0.872	0.9	19	0	1	19	0	2	0	1	2	0	0	2	0	0	0	0.02640344043	0	True Negative
2021	1	4	2	4	1	1	0	4	6.942524926	895.5352884	3.653267618	18.1522007	21995243	62.42035866	4.511	26.81143077	0.634	0.456	0.827	0.688	0.471	0.81	0.891	0.882	18	0	1	19	-1	2	0	1	2	0	0	3	0	1	1	0.01508892636	0	False Negative
2011	1	3	1	3	1	1	1	22	5.241316199	1445.461275	8.911793365	10.07	1261224954	55.62388001	7.609	31.27465029	0.671	0.532	0.699	0.782	0.601	0.889	0.787	0.83	7	0	1	8	-1	2	0	1	2	0	0	16	0	0	0	0.08903174624	0	True Negative
2012	1	3	1	3	1	1	1	23	5.456387552	1429.321995	9.478996914	11.10000038	1278674502	55.79372173	7.645	31.58989356	0.659	0.525	0.695	0.783	0.608	0.874	0.782	0.844	7	0	1	7	0	2	0	1	2	0	0	17	0	0	0	0.08067219684	0	True Negative
2013	1	3	1	3	1	1	1	24	6.386106401	1432.843975	10.01787847	12.30000019	1295829511	53.84413195	7.678	31.90967892	0.65	0.522	0.727	0.791	0.602	0.869	0.781	0.828	10	0	1	7	3	3	0	1	2	0	1	18	0	0	0	0.05761420526	0	True Negative
2014	1	3	1	3	1	1	1	25	7.410227605	1553.883961	6.665656719	13.5	1312277191	48.92218575	7.656	32.22882334	0.617	0.488	0.704	0.773	0.558	0.812	0.769	0.696	10	0	1	10	0	2	0	1	3	0	-1	19	0	0	0	0.05171931626	0	True Negative
2015	1	3	1	3	1	1	1	26	7.996253786	1583.998159	4.906973441	14.89999962	1328024498	41.92291387	7.629	32.547299	0.543	0.417	0.679	0.737	0.536	0.658	0.753	0.633	10	0	1	10	0	3	0	1	2	0	1	20	0	0	0	0.03610126247	0	True Negative
2016	1	3	1	3	1	1	1	27	8.256305502	1707.508929	4.948216341	16.5	1343944296	40.08248571	7.611	32.8650781	0.524	0.406	0.672	0.735	0.535	0.612	0.754	0.627	13	0	1	10	3	3	0	1	3	0	0	21	0	0	0	0.03037866405	0	True Negative
2017	1	3	1	3	1	1	1	28	6.795383419	1950.104683	3.328173375	18.20000076	1359657400	40.74249695	7.626	33.18213282	0.488	0.371	0.65	0.712	0.533	0.568	0.726	0.617	12	0	1	13	-1	3	0	1	3	0	0	22	0	0	0	0.02020290391	0	True Negative
2018	1	3	1	3	1	1	1	29	6.453851345	1966.254552	3.938826467	20.08130004	1374659064	43.61696933	7.652	33.49843535	0.482	0.363	0.655	0.702	0.536	0.546	0.717	0.625	14	0	1	12	2	2	0	1	3	0	-1	23	0	0	0	0.01774445729	0	True Negative
2019	1	3	1	3	1	1	1	30	3.871436941	2041.428637	3.729505735	29.52350044	1389030312	39.90540353	6.51	33.81395788	0.43	0.324	0.615	0.675	0.536	0.527	0.668	0.622	11	0	1	14	-3	2	0	1	2	0	0	24	0	0	0	0.002819421785	0	True Negative
2020	1	3	1	3	1	1	1	31	-5.777724707	1907.042516	6.623436776	43.40544313	1402617695	37.75810533	7.859	34.12867261	0.39	0.292	0.592	0.65	0.539	0.449	0.657	0.636	9	0	1	11	-2	2	0	1	2	0	0	25	0	0	0	0.0003191556189	0	True Negative
2021	1	3	1	3	1	1	1	32	9.689592492	2239.613844	5.131407472	49.2580986	1414203896	45.42308878	6.38	34.44255172	0.398	0.307	0.605	0.684	0.538	0.466	0.653	0.627	15	0	1	9	6	2	0	1	2	0	0	26	0	0	0	9.94E-05	0	True Negative
2022	1	3	1	3	1	1	1	33	7.609364978	2347.448294	6.699034141	55.9	1425423212	50.07527015	4.822	34.7555674	0.384	0.291	0.584	0.657	0.555	0.442	0.619	0.689	15	0	1	15	0	2	0	1	2	0	0	27	0	0	0	1.87E-05	0	True Negative
2023	1	3	1	3	1	1	1	34	9.19075493	2530.120313	5.649143189	60.25230026	1438069596	44.99284229	4.172	35.06769184	0.374	0.273	0.541	0.624	0.515	0.422	0.597	0.605	15	0	1	15	0	2	0	1	2	0	0	28	0	0	0	8.23E-06	0	True Negative
2024	1	3	1	3	1	1	1	35	6.494765524	2694.737809	4.95303551	64.9434967	1450935791	44.64929351	4.173	35.37889724	0.381	0.281	0.563	0.629	0.54	0.477	0.57	0.647	13	0	1	15	-2	2	0	1	2	0	0	29	0	0	0	3.41E-06	0	True Negative
2014	1	3	1	4	1	1	0	4	6.502638784	947.9150333	0.8838145471	7	18020267	51.07868219	1.476	25.26567287	0.54	0.327	0.713	0.526	0.538	0.876	0.83	0.894	9	0	1	12	-3	2	0	1	1	0	1	3	0	0	0	0.117890514	0	True Negative
2011	1	4	2	4	1	2	1	13	7.958388698	651.133678	3.080170692	7	10573733	39.71610248	11.756	16.93235869	0.216	0.133	0.584	0.376	0.585	0.209	0.217	0.738	8	0	1	6	2	1	0	1	1	0	0	7	0	0	0	0.53488875	0	True Negative
2019	1	4	2	4	1	1	1	14	9.447385186	810.0514121	3.34787655	21.3579998	12776103	57.97566286	11.236	22.9711027	0.227	0.12	0.433	0.319	0.541	0.225	0.232	0.592	19	0	1	15	4	1	0	1	1	0	0	8	0	0	0	0.03355669922	0	True Negative
2022	1	3	2	4	1	1	1	15	8.161207209	975.4693237	17.68920956	28.01679993	13651030	61.1450795	15.084	27.78067027	0.219	0.11	0.327	0.293	0.474	0.194	0.217	0.465	19	0	1	18	1	1	0	1	1	0	0	9	0	0	0	0.009302845321	0	True Negative
2023	1	3	2	4	1	1	1	16	8.24990302	1027.034468	19.78954675	28.80579948	13954471	64.90690414	12.352	28.85553106	0.212	0.099	0.245	0.263	0.392	0.183	0.194	0.405	20	0	1	19	1	1	0	1	1	0	0	10	0	0	0	0.006654304045	0	True Negative
2024	1	3	2	4	1	1	1	17	8.890655296	999.6545617	1.770292402	31.70330048	14256567	69.95441357	11.331	29.88497143	0.201	0.091	0.238	0.245	0.389	0.154	0.167	0.405	20	0	1	20	0	1	0	1	1	0	0	11	0	0	0	0.003503264054	0	True Negative
2024	0	4	2	5				1	-4.169633958	2142.623305	26.94905641	47.8614006	11772557	22.24788537	14.609	55.03726525	0.237	0.101	0.486	0.25	0.31	0.79	0.612	0.478	2	0	1	1	1	1	0	1				0	0	1	1	0.0009900952958	0	False Negative
2011	1	3	2	4	1	1	1	21	2.999999999	5916.313644	4.524211505	14.89999962	36903376	62.22008996	9.96	67.73440075	0.322	0.165	0.575	0.367	0.283	0.661	0.37	0.312	8	0	1	6	2	1	0	1	1	0	0	14	0	0	0	0.10271717	0	True Negative
2012	1	3	2	4	1	1	1	22	2.4	6033.648847	8.891450911	18.20000076	37646166	60.75763933	10.97	68.34212586	0.324	0.167	0.581	0.369	0.281	0.664	0.37	0.332	8	0	1	8	0	1	0	1	1	0	0	15	0	0	0	0.05326569819	0	True Negative
2013	1	3	2	4	1	1	1	23	2.600000001	5979.60139	3.25423911	22.5	38414171	59.15100816	9.82	68.94638361	0.327	0.171	0.59	0.381	0.236	0.67	0.378	0.366	12	0	1	8	4	1	0	1	1	0	0	16	0	0	0	0.02253796976	0	True Negative
2014	1	3	2	4	1	1	1	24	4.099999999	6094.693923	2.916926921	29.5	39205031	56.92354197	10.207	69.54687652	0.324	0.173	0.599	0.388	0.229	0.665	0.376	0.354	9	0	1	12	-3	1	0	1	1	0	0	17	0	0	0	0.004675059512	0	True Negative
2015	1	3	2	4	1	1	1	25	3.200000001	4685.059027	4.784447007	38.20000076	40019529	53.20462259	11.206	70.14330709	0.331	0.175	0.607	0.389	0.222	0.665	0.394	0.354	11	0	1	9	2	1	0	1	1	0	0	18	0	0	0	0.001229432331	0	True Negative
2016	1	3	2	4	1	1	1	26	3.9	4424.98529	6.397694803	42.94549942	40850721	49.76093279	10.202	70.73537783	0.308	0.165	0.592	0.386	0.214	0.573	0.375	0.345	10	0	1	11	-1	1	0	1	1	0	0	19	0	0	0	0.0004009005287	0	True Negative
2017	1	3	2	4	1	1	1	27	1.499999999	4554.66754	5.59111591	47.69110107	41689299	49.82081617	12	71.32279124	0.309	0.16	0.587	0.366	0.198	0.57	0.381	0.31	13	0	1	10	3	1	0	1	1	0	0	20	0	0	0	0.0002101347933	0	True Negative
2016	0	3	1	4	1	1	0	8	-1.700530363	2051.814621	30.69441508	23.20000076	29183070	47.01556614	16.572	64.29923025	0.29	0.123	0.462	0.27	0.096	0.373	0.591	0.228	10	0	1	11	-1	1	0	1	1	0	0	7	0	0	0	0.01403027765	0	True Negative
2019	0	3	1	4	1	1	0	9	-0.2046802457	2493.678844	17.08095414	32.12939835	32375632	60.71482433	16.497	66.66378232	0.347	0.162	0.568	0.332	0.136	0.54	0.641	0.346	19	0	1	15	4	1	0	1	1	0	0	8	0	0	0	0.002235418395	0	True Negative
2024	0	3	1	4	1	1	0	10	4.423906644	2665.874448	28.24049489	40.70479965	37885849	50.84223056	14.02	70.6551379	0.342	0.161	0.601	0.337	0.159	0.486	0.612	0.417	20	0	1	20	0	1	0	1	1	0	0	9	0	0	0	0.0002473966129	0	True Negative
2014	1	4	1	1	1	2	1	5	2.797585214	7890.840281	1.373441815	75.00001564	9535079	69.4832252	4.91	54.63191759	0.195	0.064	0.372	0.156	0.135	0.176	0.3	0.084	2	0	1	1	1	1	0	1	1	0	0	2	0	0	0	3.44E-06	0	True Negative
2015	1	4	1	1	1	1	1	6	1.049546412	5500.503646	4.027685737	77	9649341	72.60150791	4.96	55.15704863	0.193	0.063	0.375	0.156	0.131	0.169	0.294	0.084	2	0	1	2	0	1	0	1	1	0	0	3	0	0	0	1.15E-06	0	True Negative
2016	1	4	1	1	1	1	1	7	-3.063598423	3880.685228	12.44337486	78.2	9757812	90.07731873	5	55.75747972	0.199	0.062	0.34	0.148	0.161	0.215	0.286	0.147	3	0	1	2	1	1	0	1	1	0	0	4	0	0	0	1.08E-06	0	True Negative
2021	1	4	1	1	2	1	1	9	5.616440272	5408.045352	6.650299127	85.99998954	10137750	76.28686569	6.04	58.36599697	0.193	0.066	0.364	0.165	0.133	0.155	0.283	0.161	2	0	1	1	1	1	0	1	1	0	0	5	0	0	0	4.22E-07	0	True Negative
2022	1	4	1	1	1	2	1	10	4.714680332	7770.594223	13.85225901	88	10141756	86.98227325	5.65	58.43828159	0.185	0.062	0.365	0.158	0.128	0.154	0.214	0.151	1	0	1	2	-1	1	0	1	1	0	0	6	0	0	0	2.58E-07	0	True Negative
2017	1	3	2	2	1	1	0	6									0.178	0.113	0.226	0.342	0.158	0.157	0.152	0.146	3	0	1	1	2	2	0	1	1	0	1	5	0	0	0	0.6290415858	1	False Positive
2018	1	3	2	2	1	1	1	7									0.176	0.112	0.235	0.338	0.158	0.158	0.144	0.155	7	0	1	3	4	2	0	1	2	0	0	6	0	0	0	0.6304221541	1	False Positive
